Gas_consumption,Electricity_consumption,Water_consumption,Self_Storage_BuildingType,Industrial_BuildingType,Service_BuildingType,Office_BuildingType,Parking_BuildingType,Warehouse_BuildingType,Recreation_BuildingType,School_BuildingType,Hospital_BuildingType,Commercial_BuildingType,Residential_BuildingType,Other_BuildingType,Under9_AgePercentage,More60_AgePercentage,Female_Percentage,Median_Income,ResArea_ZipCode,LandUse_ZipCode,OfficeArea_ZipCode,BldgArea_ZipCode,BuildingAge,Occupancy,NumberofBuilding_Complex,Energy_Star_Score,Heating_dd,Cooling_dd,GHG,GFA(ft2)
1444.339612,102.1475386,8650.747326,0,0,0,0,0,0,0,0,0,0,1,0,9.7,18.2,0.543376068,16278,19574.45902,19574.45902,19574.45902,19574.45902,29,90,1,46,4496,1544,1779.4,251334
1501.923137,86.3556744,13482.8517,0,0,0,0,0,0,0,0,0,0,1,0,19.6,12.5,0.533457564,21285,2474.968952,2474.968952,2474.968952,2474.968952,29,100,1,10,3978,1732,1749,217474
1408.811306,76.91506207,5776.866842,0,0,0,0,0,0,0,0,0,0,1,0,4.4,20.3,0.572284499,102161,17713.96809,17713.96809,17713.96809,17713.96809,58,100,1,16,3978,1732,1685.6,222664
1437.751644,142.3656123,16440.93398,0,0,0,0,0,0,0,0,0,0,1,0,7.9,31.2,0.506818957,125714,83475.35593,83475.35593,83475.35593,83475.35593,38,100,1,16,4496,1544,1971.9,318870
1401.953841,317.5665846,16423.83524,0,0,0,0,0,0,0,0,0,0,1,0,7.7,21.6,0.57927623,162984,210185.3953,210185.3953,210185.3953,210185.3953,9,100,1,57,3978,1732,3007,645178
1502.177923,232.2174876,10047.14454,0,0,0,0,0,0,0,0,0,0,1,0,8.1,2.1,0.583645581,51474,42680.88764,42680.88764,42680.88764,42680.88764,9,100,1,26,3978,1732,2508.7,366124
1475.15525,177.9360734,11925.49832,0,0,0,0,0,0,0,0,0,0,1,0,5.4,15.6,0.479047938,112768,31580.5,31580.5,31580.5,31580.5,33,100,1,23,3978,1732,2393,370294
1467.548136,133.2705565,11595.83458,0,0,0,0,0,0,0,0,0,0,1,0,6.9,8.7,0.387573964,150947,17745.336,17745.336,17745.336,17745.336,16,100,1,16,3978,1732,1986.6,289281
1407.80687,187.5450391,4341.712457,0,0,0,0,0,0,0,0,0,0,1,0,7.7,15.7,0.472174658,144963,14965.64231,14965.64231,14965.64231,14965.64231,17,100,1,3,4496,1544,2281,285803
1388.940897,215.6505663,12196.72233,0,0,0,0,0,0,0,0,0,0,1,0,5.9,6.9,0.507945967,106872,18005.7764,18005.7764,18005.7764,18005.7764,9,100,1,37,4496,1544,2296.9,426519
1359.68693,145.3682511,9845.987364,0,0,0,0,0,0,0,0,0,0,1,0,4.8,25,0.478034047,42599,17001.99029,17001.99029,17001.99029,17001.99029,41,100,1,48,4496,1544,1940.1,315680
1362.937959,219.521327,11552.59374,0,0,0,0,0,0,0,0,0,0,1,0,2.8,16.8,0.439472771,48990,10030.36923,10030.36923,10030.36923,10030.36923,13,100,1,1,4496,1544,2298.2,231550
1370.926959,194.2987301,7599.440693,0,0,0,0,0,0,0,0,0,0,1,0,2.6,18.8,0.518967742,96641,27773.68508,27773.68508,27773.68508,27773.68508,19,100,1,23,4496,1544,2176.9,374098
1355.012509,99.28305526,10032.24966,0,0,0,0,0,0,0,0,0,0,1,0,14.8,16.6,0.52870494,20694,72292.7,72292.7,72292.7,72292.7,10,100,1,40,4496,1544,1703.4,288316
1347.773747,105.0935183,14260.80645,0,0,0,0,0,0,0,0,0,0,1,0,10.1,27.2,0.550104583,25231,146578.25,146578.25,146578.25,146578.25,57,100,1,77,4496,1544,1735.4,390628
1353.97218,230.7633979,14093.16275,0,0,0,0,0,0,0,0,0,0,1,0,14.1,12.2,0.50028393,180742,230643.9565,230643.9565,230643.9565,230643.9565,12,100,1,9,4496,1544,2358.8,456414
1408.068718,210.9808291,12330.85246,0,0,0,0,0,0,0,0,0,0,1,0,5.9,6.9,0.507945967,106872,18005.7764,18005.7764,18005.7764,18005.7764,9,100,1,37,3978,1732,2368.4,426519
1440.667273,87.99721762,9916.510172,0,0,0,0,0,0,0,0,0,0,1,0,6,22.2,0.526156245,101772,35586.97452,35586.97452,35586.97452,35586.97452,43,100,1,17,3978,1732,1698.6,265406
1347.830824,136.7484281,12485.50109,0,0,0,0,0,0,0,0,0,0,1,0,7.5,24.2,0.476869866,170865,18443.71809,18443.71809,18443.71809,18443.71809,56,100,2,76,4496,1544,1875.4,444643
1347.404806,277.084745,2231.727734,0,0,0,1,0,0,0,0,0,0,0,0,11.8,8.7,0.371194911,66217,36308.16667,36308.16667,36308.16667,36308.16667,49,100,1,43,4496,1544,2532.3,253942
1432.748296,101.3542816,11174.29358,0,0,0,0,0,0,0,0,0,0,1,0,9.7,18.2,0.543376068,16278,19574.45902,19574.45902,19574.45902,19574.45902,29,90,1,49,3978,1732,1763.4,251334
1336.070041,106.9795095,10298.61004,0,0,0,0,0,0,0,0,0,0,1,0,10.1,27.2,0.550104583,25231,146578.25,146578.25,146578.25,146578.25,58,100,1,67,4496,1544,1723.7,323200
1335.132098,85.4034141,8738.672848,0,0,0,0,0,0,0,0,0,0,1,0,6,22.2,0.526156245,101772,35586.97452,35586.97452,35586.97452,35586.97452,43,100,1,21,4496,1544,1611.7,265406
1416.404298,107.466393,14203.73464,0,0,0,0,0,0,0,0,0,0,1,0,8.6,31.8,0.486044015,16464,50506.81081,50506.81081,50506.81081,50506.81081,69,100,1,32,3978,1732,1851.3,282030
1317.486511,85.92634436,11196.18,0,0,0,0,0,0,0,0,0,0,1,0,9.2,32.9,0.545812808,33090,32433.81006,32433.81006,32433.81006,32433.81006,48,100,1,76,3978,1732,1710.5,351434
1312.007129,80.42695036,8477.100107,0,0,0,0,0,0,0,0,0,0,1,0,13.7,43.8,0.554172185,84453,11265.68103,11265.68103,11265.68103,11265.68103,55,100,1,18,4496,1544,1576.1,219744
1337.358685,105.42021,8186.649481,0,0,0,0,0,0,0,0,0,0,1,0,4.6,20.4,0.491036543,122090,32529.20904,32529.20904,32529.20904,32529.20904,36,100,1,7,4496,1544,1702.6,237468
1307.099693,43.44497177,11542.3345,0,0,0,0,0,0,0,0,0,0,1,0,6,22.2,0.526156245,101772,35586.97452,35586.97452,35586.97452,35586.97452,54,95,1,62,4496,1544,1393,253490
1388.806149,187.8716777,9938.700524,0,0,0,0,0,0,0,0,0,0,1,0,7.7,21.6,0.57927623,162984,210185.3953,210185.3953,210185.3953,210185.3953,14,100,1,2,3978,1732,2214,297850
1320.250916,88.13327246,13385.12287,0,0,0,0,0,0,0,0,0,0,1,0,6.9,32.9,0.530400395,59426,33438.93333,33438.93333,33438.93333,33438.93333,68,100,1,5,4496,1544,1888.5,243245
1299.234851,120.4231362,8436.747051,0,0,0,0,0,0,0,0,0,0,1,0,12.4,41.3,0.591894977,12903,20198.36134,20198.36134,20198.36134,20198.36134,50,100,1,10,3978,1732,1871.3,258636
1298.005049,106.109181,7363.478054,0,0,0,0,0,0,0,0,0,0,1,0,18.9,4.6,0.483362143,61635,13866.85657,13866.85657,13866.85657,13866.85657,103,100,1,5,3978,1732,1775.4,274516
1288.61031,109.1002809,17206.95758,0,0,0,0,0,0,0,0,0,0,1,0,25.3,8.4,0.526627219,24034,21182.66055,21182.66055,21182.66055,21182.66055,8,100,1,18,4496,1544,1690.6,270000
1287.290481,67.56921508,8772.110383,0,0,0,0,0,0,0,0,0,0,1,0,8.6,24.4,0.564892966,98608,24376.45833,24376.45833,24376.45833,24376.45833,54,100,1,1,3978,1732,1601.3,153261
1290.76158,102.4478866,6333.373877,0,0,0,0,0,0,0,0,0,0,1,0,18.9,16.5,0.543849704,67727,2197.181074,2197.181074,2197.181074,2197.181074,48,100,2,56,3978,1732,1733.7,312480
1296.795255,77.38500499,14958.28311,0,0,0,0,0,0,0,0,0,0,1,0,4.5,27.6,0.546997196,26971,36708.48175,36708.48175,36708.48175,36708.48175,37,100,1,18,4496,1544,1541.3,223674
1396.176718,130.0431524,12441.12034,0,0,0,0,0,0,0,0,0,0,1,0,7.5,24.2,0.476869866,170865,18443.71809,18443.71809,18443.71809,18443.71809,56,100,2,76,3978,1732,1946.3,444643
1280.943177,86.27842642,8851.220573,0,0,0,0,0,0,0,0,0,0,1,0,14.3,15.4,0.512956811,79453,8859.039711,8859.039711,8859.039711,8859.039711,53,100,1,22,4496,1544,1582.1,309648
1387.485731,390.228653,16289.09716,0,0,0,0,0,0,0,0,0,0,1,0,4.4,20,0.565797309,209167,19510.47881,19510.47881,19510.47881,19510.47881,16,100,1,17,3978,1732,3297.9,532466
1290.660371,233.049963,6927.954121,0,0,0,0,0,0,0,0,0,0,1,0,6.3,24.8,0.558823529,95875,31353.40826,31353.40826,31353.40826,31353.40826,14,100,1,16,4496,1544,2503.6,447049
1425.824339,158.5904253,12868.66487,0,0,0,0,0,0,0,0,0,0,1,0,7.3,52.8,0.595601625,112500,76930.0283,76930.0283,76930.0283,76930.0283,59,100,1,91,3978,1732,2030.9,548505
1268.22974,95.80212384,9997.140219,0,0,0,0,0,0,0,0,0,0,1,0,7.1,25.9,0.574635683,72316,34823.40426,34823.40426,34823.40426,34823.40426,106,100,1,22,3978,1732,1666.4,278640
1284.429575,120.6519851,7489.324778,0,0,0,0,0,0,0,0,0,0,1,0,6.7,17.9,0.593972319,115288,31496.86755,31496.86755,31496.86755,31496.86755,48,100,1,40,4496,1544,1737.8,316892
1298.069776,81.73567056,10128.00261,0,0,0,0,0,0,0,0,0,0,1,0,12.5,20.2,0.533490263,71406,1620.647969,1620.647969,1620.647969,1620.647969,48,100,2,45,4496,1544,1551.5,238425
1381.511486,161.6749842,10744.24125,0,0,0,0,0,0,0,0,0,0,1,0,6.7,16.5,0.530338514,112361,5965.762238,5965.762238,5965.762238,5965.762238,89,100,1,32,3978,1732,2025.3,455765
1381.511486,161.6749842,10744.24125,0,0,0,0,0,0,0,0,0,0,1,0,6.8,12.4,0.530338514,112361,5965.762238,5965.762238,5965.762238,5965.762238,89,100,1,32,3978,1732,2025.3,455765
1381.511486,161.6749842,10744.24125,0,0,0,0,0,0,0,0,0,0,1,0,6.7,16.5,0.544758735,112361,5965.762238,5965.762238,5965.762238,5965.762238,89,100,1,32,3978,1732,2025.3,455765
1381.511486,161.6749842,10744.24125,0,0,0,0,0,0,0,0,0,0,1,0,6.8,12.4,0.544758735,112361,5965.762238,5965.762238,5965.762238,5965.762238,89,100,1,32,3978,1732,2025.3,455765
1381.511486,161.6749842,10744.24125,0,0,0,0,0,0,0,0,0,0,1,0,6.7,16.5,0.530338514,76290,5965.762238,5965.762238,5965.762238,5965.762238,89,100,1,32,3978,1732,2025.3,455765
1381.511486,161.6749842,10744.24125,0,0,0,0,0,0,0,0,0,0,1,0,6.8,12.4,0.530338514,76290,5965.762238,5965.762238,5965.762238,5965.762238,89,100,1,32,3978,1732,2025.3,455765
1381.511486,161.6749842,10744.24125,0,0,0,0,0,0,0,0,0,0,1,0,6.7,16.5,0.544758735,76290,5965.762238,5965.762238,5965.762238,5965.762238,89,100,1,32,3978,1732,2025.3,455765
1381.511486,161.6749842,10744.24125,0,0,0,0,0,0,0,0,0,0,1,0,6.8,12.4,0.544758735,76290,5965.762238,5965.762238,5965.762238,5965.762238,89,100,1,32,3978,1732,2025.3,455765
1334.480715,88.3432154,10128.00261,0,0,0,0,0,0,0,0,0,0,1,0,12.5,20.2,0.533490263,71406,1620.647969,1620.647969,1620.647969,1620.647969,48,100,2,38,3978,1732,1626.6,238425
1248.159857,46.61057395,7538.037228,0,0,1,0,0,0,0,0,0,0,0,0,5.8,28.2,0.567744576,85268,1552.649563,1552.649563,1552.649563,1552.649563,46,100,1,2,3978,1732,1377.5,72673
1244.670517,205.9450525,11542.3345,0,0,0,0,0,0,0,0,0,0,1,0,7.3,52.8,0.595601625,112500,76930.0283,76930.0283,76930.0283,76930.0283,35,100,1,1,4496,1544,2130.4,189312
1348.162693,332.8997036,15625.74195,0,0,0,0,0,0,0,0,0,0,1,0,9.6,11,0.432601881,138798,17149.44974,17149.44974,17149.44974,17149.44974,11,100,1,7,3978,1732,2962.8,407090
1243.188872,64.17163943,5896.178041,0,0,0,0,0,0,0,0,0,0,1,0,6.7,28.3,0.512287733,60509,27578.24324,27578.24324,27578.24324,27578.24324,89,100,1,48,3978,1732,1475.4,196229
1235.292254,130.864936,6561.96506,0,0,0,0,0,0,0,0,0,0,1,0,1.7,3.7,0.558369364,64375,26482.64,26482.64,26482.64,26482.64,116,100,1,2,4496,1544,2006.7,153000
1269.320086,83.60779857,12148.76987,0,0,0,0,0,0,0,0,0,0,1,0,14.3,24.9,0.58240612,36693,3256.320917,3256.320917,3256.320917,3256.320917,65,95,3,62,4496,1544,1714.9,316000
1233.184528,39.94717028,8734.037173,0,0,0,0,0,0,0,0,0,0,1,0,13.1,12.6,0.537425889,21236,3506.958445,3506.958445,3506.958445,3506.958445,83,100,15,12,4496,1544,1316.7,142820
1225.319685,92.47721827,7397.143578,0,0,0,0,0,0,0,0,0,0,1,0,12.7,20,0.530873786,151346,40748.29851,40748.29851,40748.29851,40748.29851,56,100,1,6,3978,1732,1612.3,236350
1234.467287,73.486865,9492.46137,0,0,0,0,0,0,0,0,0,0,1,0,4,13.7,0.567410771,120244,31027.98795,31027.98795,31027.98795,31027.98795,89,100,1,85,4496,1544,1467,365079
1322.99296,73.59193357,12101.88132,0,0,0,0,0,0,0,0,0,0,1,0,20.4,14.9,0.543031471,35893,7903.697183,7903.697183,7903.697183,7903.697183,89,100,4,37,3978,1732,1503.2,287866
1216.755797,94.93045964,8374.811626,0,0,0,0,0,0,0,0,0,0,1,0,10.1,27.7,0.534931307,31705,37483.95918,37483.95918,37483.95918,37483.95918,79,100,1,63,3978,1732,2100.7,387960
1223.939248,87.6937333,6051.206622,0,0,0,0,0,0,0,0,0,0,1,0,7.7,45.8,0.57775378,48750,23736.28814,23736.28814,23736.28814,23736.28814,56,100,1,1,3978,1732,2967.1,231000
1285.006817,224.8079301,6189.972433,0,0,0,0,0,0,0,0,0,0,1,0,6.3,24.8,0.558823529,95875,31353.40826,31353.40826,31353.40826,31353.40826,14,100,1,22,3978,1732,2395.7,447049
1217.997367,127.1629052,10259.24492,0,0,0,0,0,0,0,0,0,0,1,0,8.4,14.8,0.559849906,122008,31735.94444,31735.94444,31735.94444,31735.94444,16,100,1,18,4496,1544,1719.2,287584
1302.742431,128.9708246,10816.96788,0,0,0,0,0,0,0,0,0,0,1,0,8.4,14.8,0.559849906,122008,31735.94444,31735.94444,31735.94444,31735.94444,16,100,1,13,3978,1732,1807.4,287584
1219.92739,102.7360485,6792.152123,0,0,0,0,0,0,0,0,0,0,1,0,9.4,21.3,0.565862469,152320,32746.07111,32746.07111,32746.07111,32746.07111,16,100,1,9,4496,1544,1581.4,220216
1311.791767,102.5252288,11766.36603,0,0,0,0,0,0,0,0,0,0,1,0,10.1,27.2,0.550104583,25231,146578.25,146578.25,146578.25,146578.25,58,100,1,73,3978,1732,1669.8,323200
1318.379735,40.5879143,6308.979661,0,0,0,0,0,0,0,0,0,0,1,0,11.9,14.4,0.520345052,41463,34575.73077,34575.73077,34575.73077,34575.73077,54,100,1,6,3978,1732,1301.4,148400
1430.161006,353.1741575,757.9682192,0,0,0,0,0,1,0,0,0,0,0,0,11,20.6,0.526849418,77778,9368.157258,9368.157258,9368.157258,9368.157258,69,75,1,29,3978,1732,2972.4,479500
1250.973101,105.6189964,6925.218298,0,0,0,0,0,0,0,0,0,0,1,0,11.6,24.8,0.58055368,105469,19559.14634,19559.14634,19559.14634,19559.14634,55,100,1,1,3978,1732,1672.6,202322
1183.635312,120.7534761,12573.04666,0,0,0,0,0,0,0,0,0,0,1,0,9.2,32.9,0.545812808,33090,32433.81006,32433.81006,32433.81006,32433.81006,57,100,1,66,3978,1732,1868.8,323725
1389.331021,167.4384088,461.1340743,0,0,0,0,0,1,0,0,0,0,0,0,11,17.6,0.530253025,26711,3660.417647,3660.417647,3660.417647,3660.417647,9,100,1,10,3978,1732,1964.8,230000
1193.633183,236.6549278,12789.02276,0,0,0,0,0,0,0,0,0,0,1,0,7.7,21.6,0.57927623,162984,210185.3953,210185.3953,210185.3953,210185.3953,11,100,1,21,4496,1544,2212.2,425421
1201.785764,196.8918687,7736.230629,0,0,1,0,0,0,0,0,0,0,0,0,9.6,35.8,0.562382739,81654,1573.289277,1573.289277,1573.289277,1573.289277,25,100,1,54,4496,1544,2034.7,211000
1134.447387,77.23505163,8843.241133,0,0,0,0,0,0,0,0,0,0,1,0,13.7,43.8,0.554172185,84453,11265.68103,11265.68103,11265.68103,11265.68103,55,100,1,27,3978,1732,1479.9,219744
1271.34661,37.20367233,3666.65413,0,0,0,0,0,0,0,0,0,0,1,0,12.1,20.6,0.533391154,79219,3357.279141,3357.279141,3357.279141,3357.279141,55,100,1,13,3978,1732,1270.9,162439
1210.39496,44.95849211,9572.559457,0,0,0,0,0,0,0,0,0,0,1,0,10.7,44.4,0.575763625,44395,155648.05,155648.05,155648.05,155648.05,89,100,1,42,4496,1544,1256.2,209280
1150.634864,124.5212983,8919.387553,0,0,0,0,0,0,0,0,0,0,1,0,12.4,41.3,0.591894977,12903,20198.36134,20198.36134,20198.36134,20198.36134,50,100,1,11,4496,1544,1850.2,258636
1224.631232,106.415837,13685.52877,0,0,0,0,0,0,0,0,0,0,1,0,7.1,25.9,0.574635683,72316,34823.40426,34823.40426,34823.40426,34823.40426,90,100,1,36,3978,1732,1703.8,309204
1258.632584,15.96297132,11204.69136,0,0,0,0,0,0,0,0,0,0,1,0,8.9,21.5,0.611950433,39464,35535.36709,35535.36709,35535.36709,35535.36709,60,100,1,95,3978,1732,1119.5,272000
1151.580458,268.4788028,3737.252961,0,0,0,1,0,0,0,0,0,0,0,0,9.6,11,0.432601881,138798,17149.44974,17149.44974,17149.44974,17149.44974,88,100,1,84,4496,1544,2342.9,388669
1163.864347,109.3227572,14998.40814,0,0,0,0,0,0,0,0,0,0,1,0,8.6,31.8,0.486044015,16464,50506.81081,50506.81081,50506.81081,50506.81081,69,100,1,41,4496,1544,1699.6,282030
1138.286838,159.2365593,12130.22725,0,0,0,0,0,0,0,0,0,0,1,0,6,22.2,0.526156245,101772,35586.97452,35586.97452,35586.97452,35586.97452,40,100,1,49,3978,1732,1918.4,361886
1152.970898,176.6870427,11957.33998,0,0,0,0,0,0,0,0,0,0,1,0,5.4,15.6,0.479047938,112768,31580.5,31580.5,31580.5,31580.5,33,100,1,42,4496,1544,1897.7,370294
1242.884069,129.1678635,7421.385788,0,0,0,0,0,0,0,0,0,0,1,0,9.1,20.6,0.503645603,54458,22996.30745,22996.30745,22996.30745,22996.30745,118,100,1,64,3978,1732,1729,468486
1159.897209,102.7276458,9067.196683,0,0,0,0,0,0,0,0,0,0,1,0,7.1,25.9,0.574635683,72316,34823.40426,34823.40426,34823.40426,34823.40426,36,100,1,15,4496,1544,1533.7,232400
1127.137426,240.6591013,4088.955046,0,0,0,1,0,0,0,0,0,0,0,0,8.5,18.5,0.57110666,120933,15717.496,15717.496,15717.496,15717.496,82,95,1,67,4496,1544,2438.5,299108
1123.997019,156.7702667,11218.90231,0,0,0,0,0,0,0,0,0,0,1,0,4.6,11.5,0.439706342,130232,19889.94064,19889.94064,19889.94064,19889.94064,17,100,1,4,4496,1544,1930.6,277680
1118.888343,61.02300145,15965.58895,0,0,0,0,0,0,0,0,0,0,1,0,17.1,15.6,0.518218623,20725,12941.5,12941.5,12941.5,12941.5,51,100,1,35,3978,1732,1408.7,212300
1218.785852,98.96224194,12939.87165,0,0,0,0,0,0,0,0,0,0,1,0,13.4,18.5,0.59107223,123304,48359.26786,48359.26786,48359.26786,48359.26786,60,100,1,49,3978,1732,1554,290000
1210.036612,38.16467655,9878.132991,0,0,0,0,0,0,0,0,0,0,1,0,13.1,12.6,0.537425889,21236,3506.958445,3506.958445,3506.958445,3506.958445,83,100,15,15,3978,1732,1281.5,142820
1281.749315,189.4281823,8039.220346,0,0,0,0,0,0,0,0,0,0,1,0,13.4,18.5,0.59107223,123304,48359.26786,48359.26786,48359.26786,48359.26786,17,100,1,4,3978,1732,2063.5,307000
1210.50676,80.73000513,8771.578423,0,0,0,0,0,0,0,0,0,0,1,0,4,13.7,0.567410771,120244,31027.98795,31027.98795,31027.98795,31027.98795,89,100,1,85,3978,1732,1451.7,365079
1152.531347,6.809644082,7877.276245,0,0,0,0,0,0,0,0,0,0,1,0,1.7,3.7,0.558369364,64375,26482.64,26482.64,26482.64,26482.64,116,100,1,41,3978,1732,1172,153000
1089.709694,119.8929389,6852.415685,0,0,0,0,0,0,0,0,0,0,1,0,6.7,17.9,0.593972319,115288,31496.86755,31496.86755,31496.86755,31496.86755,31,100,1,12,4496,1544,1581.7,218736
1102.037126,165.9550157,7646.557222,0,0,0,0,0,0,0,0,0,0,1,0,3.9,7,0.447834275,127573,23914.23355,23914.23355,23914.23355,23914.23355,13,90,1,20,4496,1544,1798.1,265638
1095.715713,167.3923295,11430.24275,0,0,0,0,0,0,0,0,0,0,1,0,9.6,9.8,0.531298905,105938,36991.26389,36991.26389,36991.26389,36991.26389,7,100,1,28,4496,1544,1814.6,314209
