Gas_consumption,Electricity_consumption,Water_consumption,Self_Storage_BuildingType,Industrial_BuildingType,Service_BuildingType,Office_BuildingType,Parking_BuildingType,Warehouse_BuildingType,Recreation_BuildingType,School_BuildingType,Hospital_BuildingType,Commercial_BuildingType,Residential_BuildingType,Other_BuildingType,Under9_AgePercentage,More60_AgePercentage,Female_Percentage,Median_Income,ResArea_ZipCode,LandUse_ZipCode,OfficeArea_ZipCode,BldgArea_ZipCode,BuildingAge,Occupancy,NumberofBuilding_Complex,Energy_Star_Score,Heating_dd,Cooling_dd,GHG,GFA(ft2)
360.9425051,32.0662753,5421.972957,0,0,0,0,0,0,0,0,0,0,1,0,14.6,9,0.515134274,43538,19675.55696,19675.55696,19675.55696,19675.55696,108,100,1,55,3978,1732,475.1,103248
357.0012573,15.01031678,178.1308882,0,0,0,0,0,0,0,0,0,0,1,0,12.5,17.5,0.48047924,49896,15674.27778,15674.27778,15674.27778,15674.27778,79,100,1,26,3978,1732,382.3,61477
334.5971058,52.81247269,715.1833525,0,0,0,0,0,0,0,0,0,0,1,0,17.7,10,0.551980626,70598,16693,16693,16693,16693,10,100,1,77,4496,1544,552.4,154153
357.8691791,28.06648549,5513.014255,0,0,0,0,0,0,0,0,0,0,1,0,11.5,30.1,0.51293615,41310,33924.80488,33924.80488,33924.80488,33924.80488,18,100,1,70,3978,1732,449.5,92406
330.628202,49.84091429,2749.857628,0,0,0,0,0,0,0,0,0,0,1,0,11.8,46.1,0.614955135,142679,63486.71875,63486.71875,63486.71875,63486.71875,93,100,1,80,4496,1544,708.3,162657
354.3292347,12.87087475,2526.890016,0,0,0,0,0,0,0,0,0,0,1,0,9.3,16.6,0.560541368,25896,28970.168,28970.168,28970.168,28970.168,78,100,1,26,3978,1732,370.1,59952
328.795269,20.02867023,7773.391884,0,0,0,0,0,0,0,0,0,0,1,0,9,16.2,0.507126143,42776,13282.13636,13282.13636,13282.13636,13282.13636,91,100,1,76,4496,1544,397.2,71373
359.4467375,56.73542054,3421.572189,0,0,0,0,0,0,0,0,0,0,1,0,3.4,8.2,0.383945673,161619,26112.26961,26112.26961,26112.26961,26112.26961,13,100,1,5,3978,1732,615.7,95905
330.3987177,40.05238008,3041.82811,0,0,0,0,0,0,0,0,0,0,1,0,4.5,19.1,0.493055556,185833,12318.81379,12318.81379,12318.81379,12318.81379,89,100,1,78,4496,1544,490.9,122406
356.7082233,22.69866258,1926.534195,0,0,0,0,0,0,0,0,0,0,1,0,7.3,52.8,0.595601625,112500,76930.0283,76930.0283,76930.0283,76930.0283,91,100,1,72,3978,1732,423.6,96038
330.3104543,16.91883276,6667.901237,0,0,0,0,0,0,0,0,0,0,1,0,11.7,16,0.479536791,30882,21468.54268,21468.54268,21468.54268,21468.54268,106,100,1,64,4496,1544,379.6,67305
352.0596927,15.85873244,2336.979985,0,0,0,0,0,0,0,0,0,0,1,0,12.3,23,0.552946489,18129,9335.104167,9335.104167,9335.104167,9335.104167,55,100,1,48,3978,1732,385.5,66960
330.0185973,103.2304285,5993.830848,0,0,0,0,0,0,0,0,0,0,0,0,6.9,8.7,0.387573964,150947,17745.336,17745.336,17745.336,17745.336,8,100,1,44,4496,1544,802.7,98738
352.7328472,11.73077263,4107.649668,0,0,0,0,0,0,0,0,0,0,1,0,11.1,27.5,0.558382553,88222,3955.358722,3955.358722,3955.358722,3955.358722,78,100,1,58,3978,1732,361,72450
358.8730264,19.95712994,6591.830841,0,0,0,0,0,0,0,0,0,0,1,0,18.7,14.6,0.549930971,44702,14660.03061,14660.03061,14660.03061,14660.03061,88,100,1,34,3978,1732,407.2,72727
329.9209193,70.57464892,6771.481626,0,0,0,0,0,0,0,0,0,0,1,0,3.8,30.9,0.526790547,175625,36344.11494,36344.11494,36344.11494,36344.11494,66,100,1,6,3978,1732,739,100581
357.3519565,49.81814237,2990.379919,0,0,0,0,0,0,0,0,0,0,1,0,1.9,17,0.463655031,85828,14607.48945,14607.48945,14607.48945,14607.48945,10,100,1,88,3978,1732,570.3,188879
352.6369345,3.701136439,6408.152364,0,0,0,0,0,0,0,0,0,0,1,0,13.4,13.6,0.603510727,46250,48244.53571,48244.53571,48244.53571,48244.53571,90,100,1,98,3978,1732,317.6,82956
327.2894979,141.7507353,5913.276783,0,0,0,0,0,0,0,0,0,0,1,0,13.9,16.2,0.539877301,28327,19446.0989,19446.0989,19446.0989,19446.0989,15,100,1,30,4496,1544,979.4,205470
329.6773129,16.81149289,6423.579244,0,0,0,0,0,0,0,0,0,0,1,0,17.9,18.4,0.574281609,17500,12231.44886,12231.44886,12231.44886,12231.44886,77,100,1,71,3978,1732,390.7,85904
353.2653686,36.00305692,7159.433093,0,0,0,0,0,0,0,0,0,0,1,0,16.6,11.9,0.564225904,25000,10923.42778,10923.42778,10923.42778,10923.42778,13,100,1,33,3978,1732,491.3,89745
333.1960739,21.01562386,3252.560602,0,0,0,0,0,0,0,0,0,0,1,0,18.9,18.6,0.513818517,61450,7423.56391,7423.56391,7423.56391,7423.56391,89,100,1,74,4496,1544,402.1,89628
329.5708084,25.41679957,1883.901334,0,0,0,0,0,0,0,0,0,0,1,0,7.8,21.9,0.562736146,132205,21366.11502,21366.11502,21366.11502,21366.11502,80,100,1,75,4496,1544,420.9,94417
360.9366209,15.3694952,5122.327006,0,0,0,0,0,0,0,0,0,0,1,0,8.8,13.8,0.549647221,71272,23593.66981,23593.66981,23593.66981,23593.66981,90,100,1,69,3978,1732,382.1,82540
329.4495937,15.88186329,3584.276197,0,0,0,0,0,0,0,0,0,0,1,0,4.5,58.7,0.607333843,59770,11754.65152,11754.65152,11754.65152,11754.65152,67,100,1,100,4496,1544,375.1,92782
329.4484167,16.15355519,3759.06332,0,0,0,0,0,0,0,0,0,0,1,0,14.4,15.7,0.547559672,23947,36141.23529,36141.23529,36141.23529,36141.23529,87,100,1,88,4496,1544,377.2,87297
361.4691423,72.43007749,2496.720264,0,0,0,0,0,0,0,0,0,0,1,0,10.5,44.2,0.524423338,71772,26057.43726,26057.43726,26057.43726,26057.43726,76,100,1,2,3978,1732,694.1,99200
337.9240413,15.03418316,5868.4401,0,0,0,0,0,0,0,0,0,0,1,0,14.9,8.8,0.523866348,60518,7297.133333,7297.133333,7297.133333,7297.133333,88,95,1,50,4496,1544,371,70650
357.3725512,13.70422093,2009.824082,0,0,0,0,0,0,0,0,0,0,1,0,19.3,16.7,0.511904762,42198,4634.884462,4634.884462,4634.884462,4634.884462,80,100,1,65,3978,1732,372.6,77400
327.815547,104.8270457,2851.614108,0,0,0,1,0,0,0,0,0,0,0,0,14.3,23.2,0.542258523,60450,27625.14783,27625.14783,27625.14783,27625.14783,62,100,1,2,4496,1544,808.9,59400
355.5602129,13.28992507,3902.312799,0,0,0,0,0,0,0,0,0,0,1,0,21.4,12.4,0.536866658,67852,16051.37853,16051.37853,16051.37853,16051.37853,94,100,1,45,3978,1732,371.1,66140
358.7824093,21.37426682,5483.300439,0,0,0,0,0,0,0,0,0,0,1,0,13.8,16.2,0.534688467,42383,21381.95588,21381.95588,21381.95588,21381.95588,78,100,1,83,3978,1732,416.3,72372
336.5589033,89.12482166,7788.134798,0,0,0,0,0,0,0,0,0,0,1,0,11.2,23.7,0.519011407,43452,6384.984791,6384.984791,6384.984791,6384.984791,19,100,2,1,4496,1544,738,91045
302.7611444,121.9166325,12463.23471,0,0,0,1,0,0,0,0,0,0,0,0,5.8,10.9,0.417541627,158646,10875.1457,10875.1457,10875.1457,10875.1457,125,100,1,1,4496,1544,1391.5,60828
338.0882108,11.88996421,2424.525553,0,0,0,0,0,0,0,0,0,0,1,0,14.7,17.1,0.527063434,96806,5604.246057,5604.246057,5604.246057,5604.246057,78,100,1,70,4496,1544,355.3,79333
354.6905258,25.39016173,2478.025601,0,0,0,0,0,0,0,0,0,0,1,0,7.3,30.3,0.538607595,80625,6260.72043,6260.72043,6260.72043,6260.72043,58,100,1,88,3978,1732,437.4,110418
385.7909599,119.4285625,115.0555197,0,0,0,0,0,1,0,0,0,0,0,0,9.4,13,0.548901099,68438,2364.310651,2364.310651,2364.310651,2364.310651,67,100,1,53,3978,1732,939.2,232811
332.2216475,22.13582556,4668.032429,0,0,0,0,0,0,0,0,0,0,1,0,15.9,14.5,0.533770015,23963,5351.650754,5351.650754,5351.650754,5351.650754,88,100,1,99,4496,1544,403,105000
368.3371992,58.01873859,2650.152964,0,0,0,0,0,0,0,0,0,0,1,0,4.5,27.6,0.546997196,26971,36708.48175,36708.48175,36708.48175,36708.48175,118,100,1,29,3978,1732,608.6,111685
330.5222861,30.49305371,4887.276321,0,0,0,0,0,0,0,0,0,0,1,0,22.6,12.9,0.548111096,22365,9477.290598,9477.290598,9477.290598,9477.290598,98,100,2,50,4496,1544,444.5,76876
358.7153292,26.12350566,6060.477971,0,0,0,0,0,0,0,0,0,0,1,0,16.8,10.3,0.519445835,28197,15077.55906,15077.55906,15077.55906,15077.55906,13,100,1,54,3978,1732,440.2,79659
346.5138194,16.6143187,2300.654662,0,0,0,0,0,0,0,0,0,0,1,0,9.2,47.6,0.588380108,19696,43915.39623,43915.39623,43915.39623,43915.39623,90,100,1,63,4496,1544,376.1,84420
329.845013,172.2094722,8283.84631,0,0,0,0,0,0,0,0,0,0,1,0,9.2,27.2,0.604474462,131770,45597.08333,45597.08333,45597.08333,45597.08333,48,100,1,26,4496,1544,1128.5,208041
334.605932,17.57263386,9635.710808,0,0,0,0,0,0,0,0,0,0,1,0,20.8,20.9,0.52232747,84318,5187.274576,5187.274576,5187.274576,5187.274576,92,100,1,97,4496,1544,384.8,116000
297.2888237,140.3464672,3697.431866,0,0,0,1,0,0,0,0,0,0,0,0,2.8,13.9,0.516316774,109167,18365.675,18365.675,18365.675,18365.675,106,100,1,64,4496,1544,1673.9,189732
348.8327888,14.95645855,4433.361697,0,0,0,0,0,0,0,0,0,0,1,0,9.8,21,0.551756587,40000,5492.094077,5492.094077,5492.094077,5492.094077,89,100,1,43,3978,1732,387.5,66516
353.1871087,12.8319389,1194.100135,0,0,0,0,0,0,0,0,0,0,1,0,13.8,17.2,0.546994354,69327,2090.850866,2090.850866,2090.850866,2090.850866,81,100,1,12,3978,1732,365.1,51552
325.0570267,19.68080128,5257.825034,0,0,0,0,0,0,0,0,0,0,1,0,8.3,16.8,0.567331671,73194,14697.65169,14697.65169,14697.65169,14697.65169,108,95,1,39,4496,1544,389.8,69656
353.378934,3.238401706,6158.054794,0,0,0,0,0,0,0,0,0,0,1,0,9.3,16.6,0.560541368,25896,28970.168,28970.168,28970.168,28970.168,90,100,1,96,3978,1732,312.4,85000
326.7681566,90.16971716,14607.03697,0,0,0,0,0,0,0,0,0,0,1,0,14.2,21,0.593517535,45770,2484.263916,2484.263916,2484.263916,2484.263916,53,100,1,3,4496,1544,1846.4,268800
326.7369701,12.89401149,5360.79744,0,0,0,0,0,0,0,0,0,0,1,0,15.2,13.5,0.509634888,43480,26586.53704,26586.53704,26586.53704,26586.53704,91,100,1,1,3978,1732,729.5,60000
337.7475148,18.40749816,3989.554395,0,0,0,0,0,0,0,0,0,0,1,0,18.1,18.7,0.522007515,68125,4581.099099,4581.099099,4581.099099,4581.099099,80,100,1,82,4496,1544,385.4,99216
328.7811468,15.43937026,822.2594729,0,0,0,0,0,0,0,0,0,0,1,0,13.4,14.2,0.541141785,55833,33013.02326,33013.02326,33013.02326,33013.02326,93,100,1,11,4496,1544,371.7,55000
356.7864835,19.41430514,4847.455225,0,0,0,0,0,0,0,0,0,0,1,0,16.3,13.5,0.534728033,28631,3593.86747,3593.86747,3593.86747,3593.86747,88,100,1,84,3978,1732,401.9,92628
358.1233773,24.92702687,1993.181317,0,0,0,0,0,0,0,0,0,0,1,0,6.3,26.3,0.560994475,30213,30395.27,30395.27,30395.27,30395.27,107,100,1,70,3978,1732,437.5,118935
331.1530741,21.85461889,3951.709174,0,0,0,0,0,0,0,0,0,0,1,0,12.9,8.7,0.524244004,30104,14102.26744,14102.26744,14102.26744,14102.26744,67,100,1,49,4496,1544,401.3,67144
350.2861903,16.90003857,5296.810157,0,0,0,0,0,0,0,0,0,0,1,0,13.4,13.6,0.603510727,46250,48244.53571,48244.53571,48244.53571,48244.53571,88,100,1,41,3978,1732,449.9,81996
347.2740601,30.01937434,5742.745341,0,0,0,0,0,0,0,0,0,0,1,0,17.8,11.2,0.473554128,35032,12135.40517,12135.40517,12135.40517,12135.40517,14,100,1,46,3978,1732,458.1,89684
324.6410123,14.80134474,7220.380581,0,0,0,0,0,0,0,0,0,0,1,0,13.4,14.2,0.541141785,55833,33013.02326,33013.02326,33013.02326,33013.02326,93,100,1,32,4496,1544,367.2,66750
326.1662012,57.66590334,5673.970419,0,0,0,0,0,0,0,0,0,0,1,0,3.8,30.9,0.526790547,175625,36344.11494,36344.11494,36344.11494,36344.11494,59,100,1,15,4496,1544,1238.4,148870
352.1873803,38.05070517,685.7735081,0,0,0,0,0,0,0,0,0,0,1,0,17.7,10,0.551980626,70598,16693,16693,16693,16693,10,100,1,54,3978,1732,502.1,114508
326.4086309,29.7353197,4647.28595,0,0,0,0,0,0,0,0,0,0,1,0,15.7,15.5,0.548901595,29152,11304.73394,11304.73394,11304.73394,11304.73394,33,100,1,90,4496,1544,437.4,114517
325.9220062,26.57683741,1775.9133,0,0,0,0,0,0,0,0,0,0,1,0,7.7,45.8,0.57775378,48750,23736.28814,23736.28814,23736.28814,23736.28814,61,100,1,41,3978,1732,440.7,80117
335.2849704,110.5283683,9337.888766,0,0,0,0,0,0,0,0,0,0,1,0,17.8,10.3,0.527551223,34658,9884.527363,9884.527363,9884.527363,9884.527363,46,95,1,99,3978,1732,861.9,375225
325.6389754,18.62686762,5573.201835,0,0,0,0,0,0,0,0,0,0,1,0,16.8,11.8,0.528771155,27294,34733.63636,34733.63636,34733.63636,34733.63636,91,100,1,50,3978,1732,397.7,69969
348.2702578,17.23973435,3508.661779,0,0,0,0,0,0,0,0,0,0,1,0,16.1,19.2,0.481000752,73799,5907.138554,5907.138554,5907.138554,5907.138554,64,100,1,88,3978,1732,412.1,93004
345.20517,23.86211326,4858.854414,0,0,0,0,0,0,0,0,0,0,1,0,16,11.2,0.483178654,78014,2478.687671,2478.687671,2478.687671,2478.687671,86,100,1,71,3978,1732,472.9,98780
325.4294973,38.80842743,4735.895437,0,0,0,0,0,0,0,0,0,0,1,0,4.6,20.4,0.491036543,122090,32529.20904,32529.20904,32529.20904,32529.20904,78,100,2,98,3978,1732,511.7,204294
347.5270813,38.95577995,3255.448391,0,0,0,0,0,0,0,0,0,0,1,0,4.5,19.1,0.493055556,185833,12318.81379,12318.81379,12318.81379,12318.81379,89,100,1,78,3978,1732,508.3,122406
325.2482634,156.8391591,1400.196953,0,0,0,0,0,0,0,0,0,0,1,0,10,19.8,0.489904357,129735,33276.5,33276.5,33276.5,33276.5,128,100,1,48,3978,1732,1748.7,346000
341.8117426,24.29251423,5898.229899,0,0,0,0,0,0,0,0,0,0,1,0,19.5,9.4,0.504483911,27283,8584.818182,8584.818182,8584.818182,8584.818182,89,100,1,72,3978,1732,448.3,99717
325.132933,15.52497383,4487.393747,0,0,0,0,0,0,0,0,0,0,1,0,8.6,13.5,0.484210526,54007,15035.2,15035.2,15035.2,15035.2,92,100,1,79,3978,1732,380.8,78680
355.2512915,17.64549222,4329.55336,0,0,0,0,0,0,0,0,0,0,1,0,12.5,17.5,0.48047924,49896,15674.27778,15674.27778,15674.27778,15674.27778,89,100,1,55,3978,1732,392.3,88382
332.1057288,28.81972395,1883.369374,0,0,0,0,0,0,0,0,0,0,1,0,6.2,20.7,0.572759539,125108,55065.94444,55065.94444,55065.94444,55065.94444,93,100,1,24,4496,1544,437.1,89812
324.9181589,14.49678361,2273.144709,0,0,0,0,0,0,0,0,0,0,1,0,17.8,11.2,0.473554128,35032,12135.40517,12135.40517,12135.40517,12135.40517,95,100,1,42,4496,1544,364.1,56252
324.91404,69.01592603,11981.73415,0,0,0,0,0,0,0,0,0,0,1,0,5.4,25.8,0.54371345,127184,67047.25843,67047.25843,67047.25843,67047.25843,91,100,1,82,3978,1732,1556.2,215715
362.8578173,36.46318494,1720.81733,0,0,0,0,0,0,0,0,0,0,1,0,9.8,32.9,0.537774375,108184,22148.25967,22148.25967,22148.25967,22148.25967,90,100,1,78,3978,1732,492.9,139380
325.0487888,22.75093206,6750.659164,0,0,0,0,0,0,0,0,0,0,1,0,15.9,14.5,0.533770015,23963,5351.650754,5351.650754,5351.650754,5351.650754,86,100,1,12,4496,1544,404.5,62400
333.3720118,27.7231768,2419.357959,0,0,0,0,0,0,0,0,0,0,1,0,17,15.3,0.541165294,46447,12269.36036,12269.36036,12269.36036,12269.36036,55,100,1,57,4496,1544,428.6,93000
358.1533869,23.21461416,7146.210036,0,0,0,0,0,0,0,0,0,0,1,0,12.5,17.2,0.502129307,56429,16604.2956,16604.2956,16604.2956,16604.2956,87,100,1,92,3978,1732,420.4,111990
343.8541541,18.10844467,6734.624342,0,0,0,0,0,0,0,0,0,0,1,0,16.4,11.8,0.571472868,25710,28412.13158,28412.13158,28412.13158,28412.13158,88,100,1,83,3978,1732,413.7,67350
350.4509483,32.44793142,5781.122522,0,0,0,0,0,0,0,0,0,0,1,0,17.5,12.6,0.558467742,27275,8961.0625,8961.0625,8961.0625,8961.0625,11,100,1,73,3978,1732,470.4,104278
323.9084277,17.26602503,3941.22194,0,0,0,0,0,0,0,0,0,0,1,0,14.7,17.1,0.527063434,96806,5604.246057,5604.246057,5604.246057,5604.246057,57,100,1,29,3978,1732,390.6,68500
333.8262733,59.82034423,2768.096273,0,0,0,0,0,0,0,0,0,0,1,0,5.6,11.1,0.452088452,123388,26585.86957,26585.86957,26585.86957,26585.86957,14,100,1,33,4496,1544,588.8,109060
344.6467579,17.96842387,4897.003606,0,0,0,0,0,0,0,0,0,0,1,0,12.3,23,0.552946489,18129,9335.104167,9335.104167,9335.104167,9335.104167,88,100,1,68,3978,1732,390.4,83370
353.9173397,19.45638906,2445.576003,0,0,0,0,0,0,0,0,0,0,1,0,10.2,13.8,0.508309249,61484,10113.83234,10113.83234,10113.83234,10113.83234,65,100,1,24,3978,1732,399.9,66780
357.383143,22.5471499,2427.413341,0,0,0,0,0,0,0,0,0,0,1,0,7.7,34.7,0.540692641,63203,6981.151786,6981.151786,6981.151786,6981.151786,56,100,1,97,3978,1732,418.3,88530
323.4435747,16.91845617,4264.122163,0,0,0,0,0,0,0,0,0,0,1,0,9.2,47.6,0.588380108,19696,43915.39623,43915.39623,43915.39623,43915.39623,89,100,1,95,4496,1544,377.1,106050
351.9431853,14.52609289,3002.235044,0,0,0,0,0,0,0,0,0,0,1,0,11.9,14.4,0.520345052,41463,34575.73077,34575.73077,34575.73077,34575.73077,87,100,1,67,3978,1732,371.8,76670
331.8497653,42.83583185,8508.713773,0,0,0,0,0,0,0,0,0,0,1,0,9.1,19.1,0.442250373,92300,8915.580745,8915.580745,8915.580745,8915.580745,20,100,1,8,4496,1544,502.9,66668
345.3310922,14.09322644,5346.966481,0,0,0,0,0,0,0,0,0,0,1,0,16.1,8.6,0.477429063,33229,17002.90698,17002.90698,17002.90698,17002.90698,96,100,1,20,3978,1732,369.2,58896
321.3576202,40.60420771,5130.534394,0,0,0,0,0,0,0,0,0,0,1,0,16.6,12.7,0.567242282,29273,19860.65625,19860.65625,19860.65625,19860.65625,11,100,1,48,4496,1544,491.7,96250
344.5343691,24.55930457,5315.656785,0,0,0,0,0,0,0,0,0,0,1,0,17.5,12.6,0.558467742,27275,8961.0625,8961.0625,8961.0625,8961.0625,15,100,1,33,3978,1732,428.2,72203
359.4137857,42.46825077,2171.084217,0,0,0,0,0,0,0,0,0,0,1,0,17.2,11.8,0.46701603,15490,31865.31638,31865.31638,31865.31638,31865.31638,112,100,1,46,3978,1732,530.8,122000
330.8506253,23.53029056,5250.453577,0,0,0,0,0,0,0,0,0,0,1,0,19.5,7.7,0.579920185,31443,21503.26087,21503.26087,21503.26087,21503.26087,90,100,1,22,4496,1544,407.4,77000
352.4615849,15.46770864,4941.232347,0,0,0,0,0,0,0,0,0,0,1,0,16.8,11.8,0.528771155,27294,34733.63636,34733.63636,34733.63636,34733.63636,97,100,1,41,3978,1732,376.1,62000
347.2010957,11.80594349,2597.336841,0,0,0,0,0,0,0,0,0,0,1,0,14.7,17.1,0.527063434,96806,5604.246057,5604.246057,5604.246057,5604.246057,78,100,1,68,3978,1732,356.3,78200
333.2690382,26.47239847,4661.800915,0,0,0,0,0,0,0,0,0,0,1,0,9.1,24.8,0.562476263,89219,1630.277389,1630.277389,1630.277389,1630.277389,59,100,1,11,4496,1544,519,78396
343.0968554,18.88515527,802.1969598,0,0,0,0,0,0,0,0,0,0,1,0,14.6,11.5,0.51556157,43106,12462.755,12462.755,12462.755,12462.755,87,100,1,2,3978,1732,821,75114
347.6365278,18.93079913,4899.587383,0,0,0,0,0,0,0,0,0,0,1,0,8.7,28.8,0.563874591,55972,5368.303754,5368.303754,5368.303754,5368.303754,16,100,1,85,3978,1732,394.2,92937
356.8729813,19.30281102,2200.570044,0,0,0,0,0,0,0,0,0,0,1,0,9.1,19,0.513689095,83594,8100.410714,8100.410714,8100.410714,8100.410714,93,100,1,86,3978,1732,398.9,91574
320.2337348,17.34473818,5339.139047,0,0,0,0,0,0,0,0,0,0,1,0,11.6,13.8,0.571106095,33953,28532.68889,28532.68889,28532.68889,28532.68889,81,100,1,48,4496,1544,376.1,75802
329.6002296,24.30111695,2299.514759,0,0,0,0,0,0,0,0,0,0,1,0,7.3,30.3,0.538607595,80625,6260.72043,6260.72043,6260.72043,6260.72043,58,100,1,91,4496,1544,411.2,110418
325.1788297,27.7190755,2786.790895,0,0,0,0,0,0,0,0,0,0,1,0,8.9,17.2,0.523478744,233529,36961.28261,36961.28261,36961.28261,36961.28261,94,100,1,58,4496,1544,427,98000
348.4338392,28.95102434,5812.128246,0,0,0,0,0,0,0,0,0,0,1,0,18,9.8,0.48297625,23250,7023.855491,7023.855491,7023.855491,7023.855491,131,100,1,55,3978,1732,446.5,92998
321.8724888,25.84133397,4874.965219,0,0,0,0,0,0,0,0,0,0,1,0,33,14.9,0.462726783,40032,6779.521614,6779.521614,6779.521614,6779.521614,83,100,1,42,3978,1732,442,98532
340.2430107,44.06685688,2714.900195,0,0,0,0,0,0,0,0,0,0,1,0,6.5,12.7,0.498902305,34943,3450.191919,3450.191919,3450.191919,3450.191919,11,100,1,5,3978,1732,533.7,68938
321.7642193,50.8635851,3643.399857,0,0,0,0,0,0,0,0,0,0,1,0,11.8,46.1,0.614955135,142679,63486.71875,63486.71875,63486.71875,63486.71875,91,100,1,95,3978,1732,568.6,158022
353.116498,27.54015415,1825.917617,0,0,0,0,0,0,0,0,0,0,1,0,7.8,21.9,0.562736146,132205,21366.11502,21366.11502,21366.11502,21366.11502,80,100,1,70,3978,1732,441.1,94417
324.7286872,25.26090316,3168.966784,0,0,0,0,0,0,0,0,0,0,1,0,8.6,30.1,0.582210579,21102,60776.05882,60776.05882,60776.05882,60776.05882,85,100,1,66,3978,1732,430.2,64158
333.6938784,16.27984811,2196.694318,0,0,0,0,0,0,0,0,0,0,1,0,7.7,34.7,0.540692641,63203,6981.151786,6981.151786,6981.151786,6981.151786,58,100,1,62,4496,1544,370.7,74880
333.239617,14.35802204,2369.429624,0,0,0,0,0,0,0,0,0,0,1,0,15.4,17.7,0.55858396,86953,4276.275,4276.275,4276.275,4276.275,64,100,1,61,4496,1544,362.4,58990
346.8839367,14.65764631,3525.836503,0,0,0,0,0,0,0,0,0,0,1,0,16.9,18.5,0.51085912,105625,3614.028571,3614.028571,3614.028571,3614.028571,68,100,1,81,3978,1732,371.5,89044
323.9254918,13.3060184,631.9694883,0,0,0,0,0,0,0,0,0,0,1,0,21.4,12.4,0.536866658,67852,16051.37853,16051.37853,16051.37853,16051.37853,94,100,1,38,4496,1544,355.6,60930
323.3064722,19.89944108,4610.124694,0,0,0,0,0,0,0,0,0,0,1,0,8.4,16,0.542017305,31490,15792.88889,15792.88889,15792.88889,15792.88889,89,100,1,69,4496,1544,387.8,75904
319.9618839,14.68367219,5249.009662,0,0,0,0,0,0,0,0,0,0,1,0,9.5,20.4,0.482503696,23438,5958.69403,5958.69403,5958.69403,5958.69403,91,100,1,58,4496,1544,362.1,70632
348.0954968,15.74639099,5991.855014,0,0,0,0,0,0,0,0,0,0,1,0,11,14.1,0.511792453,31844,23777.89855,23777.89855,23777.89855,23777.89855,74,100,1,41,3978,1732,394.1,67272
319.1210297,159.4150158,5049.828324,0,0,0,0,0,0,0,0,0,0,1,0,4.8,25,0.478034047,42599,17001.99029,17001.99029,17001.99029,17001.99029,10,100,1,27,4496,1544,1069.8,235470
347.2175718,46.59975877,3982.79088,0,0,0,0,0,0,0,0,0,0,1,0,4.6,11.5,0.439706342,130232,19889.94064,19889.94064,19889.94064,19889.94064,108,100,1,71,3978,1732,547.9,127000
344.521424,11.94465799,3824.418534,0,0,0,0,0,0,0,0,0,0,1,0,15.6,15.8,0.483514725,18529,8473.692593,8473.692593,8473.692593,8473.692593,87,100,1,74,3978,1732,357.4,81200
329.5543326,27.6368377,2756.013159,0,0,0,0,0,0,0,0,0,0,1,0,9.3,24.8,0.535875486,32347,20829.78539,20829.78539,20829.78539,20829.78539,92,100,1,95,4496,1544,466.6,114696
354.2286148,31.24469167,3430.159531,0,0,0,0,0,0,0,0,0,0,1,0,4.4,20,0.565797309,209167,19510.47881,19510.47881,19510.47881,19510.47881,62,100,1,59,3978,1732,464,68680
332.7288669,14.31812117,1644.063009,0,0,0,0,0,0,0,0,0,0,1,0,8.7,22.9,0.501909855,124205,10284.0596,10284.0596,10284.0596,10284.0596,90,100,1,98,4496,1544,360.5,74177
367.9482525,307.8044881,2955.650475,0,0,0,1,0,0,0,0,0,0,0,0,7.5,17.8,0.51378866,96429,33286.09524,33286.09524,33286.09524,33286.09524,37,100,1,56,3978,1732,1963.2,252324
320.5956142,48.01297678,5851.189352,0,0,0,0,0,0,0,0,0,0,1,0,13.3,11.9,0.536585366,21616,14136.88824,14136.88824,14136.88824,14136.88824,88,100,1,1,4496,1544,525.1,50400
320.5738425,70.33027743,7732.430886,0,0,0,1,0,0,0,0,0,0,0,0,8.1,14.7,0.53560264,47650,33927.76119,33927.76119,33927.76119,33927.76119,89,100,1,84,3978,1732,1367.8,174348
330.2157186,26.80072594,5480.716622,0,0,0,0,0,0,0,0,0,0,1,0,6.5,28.2,0.458304135,108306,12708.32422,12708.32422,12708.32422,12708.32422,118,100,1,86,4496,1544,418.2,111280
353.3865836,20.28604583,3971.467715,0,0,0,0,0,0,0,0,0,0,1,0,8,15.9,0.475633528,53802,5465.578947,5465.578947,5465.578947,5465.578947,58,100,1,32,3978,1732,402,75000
345.3405068,18.13497659,3397.253955,0,0,0,0,0,0,0,0,0,0,1,0,14.6,17.1,0.504875887,72344,3613.752358,3613.752358,3613.752358,3613.752358,79,100,1,81,3978,1732,417.5,98603
341.9023594,15.22387262,3545.97504,0,0,0,0,0,0,0,0,0,0,1,0,21.4,11.4,0.513667426,36270,5450.75731,5450.75731,5450.75731,5450.75731,55,100,1,45,3978,1732,375.4,70597
320.5403023,19.07244397,3347.781598,0,0,0,0,0,0,0,0,0,0,1,0,8.4,16,0.542017305,31490,15792.88889,15792.88889,15792.88889,15792.88889,107,100,1,87,4496,1544,380.9,102068
344.0242077,17.77155566,4759.605687,0,0,0,0,0,0,0,0,0,0,1,0,14.4,15.7,0.547559672,23947,36141.23529,36141.23529,36141.23529,36141.23529,83,100,1,37,3978,1732,389.2,70704
344.126593,24.32082907,4790.003468,0,0,0,0,0,0,0,0,0,0,1,0,17.7,10,0.551980626,70598,16693,16693,16693,16693,9,100,1,79,3978,1732,419.8,109032
